Fruit,Date,EU,EU+UK,BE,BG,CZ,DK,DE,EE,IE,EL,ES,FR,HR,IT,CY,LV,LT,LU,HU,MT,NL,AT,PL,PT,RO,SI,SK,FI,SE,UK
Pears,1999/10,,49.2575,49.252,,,,53.89,,,,35.573,59.0927,,,,,,,,,53.8602,,,,,,,,,43.8771
Pears,1999/09,,46.7934,43.4977,,,,55.8843,,,,34.4423,,,,,,,,,,52.147,,,,,,,,,47.9958
Pears,1999/08,,59.1376,60.6348,,,,,,,,36.2113,,,,,,,,,,70.563,,,,,,,,,69.1412
Pears,1999/07,42.7616,42.7616,61.7255,,,,,,,,37.0632,,,,,,,,,,29.496,,,,,,,,,
Pears,1999/06,62.3807,62.3807,61.306,,,,,,,,51.1138,,,,,,,,,,74.7224,,,,,,,,,
Pears,1999/05,63.5049,63.5049,,,,,,,,,51.8719,,,50.7743,,,,,,,87.8684,,,,,,,,,
Pears,1999/04,,51.9435,46.1455,,,,,,,,50.9684,,,48.2631,,,,,,,69.2221,,,,,,,,,45.1183
Pears,1999/03,,56.9202,50.0911,,,,,,,,49.7246,76.1562,,49.5429,,,,,,,59.445,,,,,,,,,56.5612
Pears,1999/02,,58.011,58.8006,,,,62.3776,,,,51.1763,72.0924,,47.7437,,,,,,,,,,,,,,,,55.8755
Pears,1999/01,,55.134,59.5195,,,,54.1117,,,,52.1209,67.7685,,43.124,,,,,,,58.5831,,,,,,,,,50.7103
Pears,1998/12,,52.9738,56.8594,,,,50.5664,,,,52.3827,65.1769,,40.3256,,,,,,,56.0272,,,,,,,,,49.4784
Pears,1998/11,,51.7511,53.4879,,,,49.0089,,,,51.2919,65.0359,,39.4305,,,,,,,55.346,,,,,,,,,48.6567
Pears,1998/10,,48.7164,47.4759,,,,48.2715,,,,50.3398,64.9506,,34.6177,,,,,,,52.737,,,,,,,,,42.6225
Pears,1998/09,,44.6428,44.4978,,,46.283,45.0457,,,,48.4979,,,35.462,,,,,,,48.302,,,,,,,,,44.4112
Pears,1998/08,,53.3156,49.7468,,,,,,,,53.6973,,,,,,,,,,,,,,,,,,,56.5027
Pears,1998/07,74.2564,74.2564,,,,,,,,,74.2564,,,,,,,,,,,,,,,,,,,
Pears,1998/06,113.9973,113.9973,123.2287,,,,,,,,74.7512,,,,,,,,,,144.012,,,,,,,,,
Pears,1998/05,73.0451,73.0451,,,,,,,,,72.2523,,,73.8378,,,,,,,,,,,,,,,,
Pears,1998/04,64.6189,64.6189,,,,,,,,,57.9278,,,71.3099,,,,,,,,,,,,,,,,
Pears,1998/03,,67.1385,72.461,,,,,,,,55.961,79.4162,,68.6074,,,,,,,,,,,,,,,,59.2469
Pears,1998/02,65.0901,65.0901,64.766,,,,,,,,52.9441,71.2612,,71.3891,,,,,,,,,,,,,,,,
Pears,1998/01,60.9825,60.9825,63.422,,,,58.0096,,,,48.2682,65.1112,,70.1017,,,,,,,,,,,,,,,,
Pears,1997/12,57.5966,57.5966,54.285,,,,59.2542,,,,46.6684,60.7946,,66.9807,,,,,,,,,,,,,,,,
Pears,1997/11,,55.989,51.818,,,,57.7856,,,,46.6482,59.1938,,64.6344,,,,,,,63.653,,,,,,,,,48.1901
Pears,1997/10,,52.3429,43.218,,,,55.4461,,,,45.2437,59.5745,,62.4247,,,,,,,,,,,,,,,,48.1505
Pears,1997/09,,53.0545,42.705,,,,58.9847,,,,40.9914,59.662,,54.4595,,,,,,,,,,,,,,,,61.5243
Pears,1997/08,,50.0403,57.583,,,,32.788,,,,39.1858,,,45.594,,,,,,,,,,,,,,,,75.0505
Pears,1997/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pears,1997/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pears,1997/05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pears,1997/04,,51.468,,,,,,,,,44.4373,57.609,,41.8556,,,,,,,62.2015,,,,,,,,,51.2368
Pears,1997/03,,48.813,,,,,,,,,48.7117,58.9419,,42.4534,,,,,,,,,,,,,,,,45.145
Pears,1997/02,,48.7856,,,,,,,,,48.2936,58.2443,,43.061,,,,,,,,,,,,,,,,45.5436
Pears,1997/01,,49.8098,,,,,,,,,45.7784,57.7238,,39.8188,,,,,,,61.0265,,,,,,,,,44.7015
